dobj(Soaking,Bears)
dobj(Widen,Gap)
nsubj(Choose,Person)
dobj(Choose,Hand)
nsubj(Explain,Person)
nsubj(Had,Person)
nsubj(Change,Coin)
dobj(Change,Hands)
nsubj(Were,It)
nsubj(Proving,Trick)
nsubj(Fall,It)
nsubj(Create,Person)
nsubj(Tell,Person)
dobj(Tell,Them)
nsubj(Going,Person)
nsubj(Fine,That)
nsubj(Ready,Person)
nsubj(Have,Hand)
dobj(Hand,It)
nsubj(Do,Switch)
dobj(Scoop,Quarter)
nsubj(Drop,It)
nsubj(More,This)
nsubj(Want,People)
dobj(Check,Hand)
nsubj(Drop,Person)
dobj(Drop,It)
dobj(Showing,Them)
nsubj(Empty,Hand)
nsubj(Want,Person)
dobj(Wait,While)
nsubj(Forgotten,People)
dobj(Mysteriously,Quarter)
nsubj(Mysteriously,Reappears)
nsubj(S,That)
nsubj(Went,It)
nsubj(Had,Person)
nsubj(Able,Person)
dobj(Making,Scratch)
nsubj(Sees,Person)
dobj(Sees,It)
nsubj(Wind,Person)
nsubj(Better,It)
dobj(Use,Coin)
dobj(Take,Time)
dobj(Flipping,It)
nsubj(S,It)
dobj(Exposing,It)
nsubj(Take,Person)
nsubj(Visible,Coin)
nsubj(Able,Person)
dobj(Manipulate,Coin)
nsubj(Want,Person)
dobj(Call,It)
nsubj(Turn,Person)
dobj(Turn,It)
nsubj(Right,Person)
nsubj(Is,Beauty)
nsubj(Do,Person)
dobj(Do,It)
dobj(Require,Setup)
nsubj(Do,Person)
nsubj(Does,Someone)
dobj(Does,It)
dobj(Tell,Them)
nsubj(Need,Person)
dobj(Get,Read)
nsubj(Do,Person)
dobj(Do,This)
nsubj(Have,Person)
dobj(Have,Contact)
nsubj(Use,Person)
nsubj(Have,It)
nsubj(Good,Penny)
nsubj(Obvious,It)
nsubj(Skilled,Person)
nsubj(Risk,Person)
dobj(Risk,Penny)
nsubj(Is,Trick)
dobj(Putting,Finger)
nsubj(Want,Person)
dobj(Remove,Adhesive)
nsubj(Begins,Trick)
nsubj(Show,Person)
dobj(Show,Center)
nsubj(Fall,Sides)
dobj(Encourage,Them)
dobj(Touch,It)
nsubj(Move,Person)
dobj(Move,Cloth)
nsubj(Go,Trick)
nsubj(Asks,Someone)
dobj(Asks,Person)
nsubj(Did,Person)
nsubj(Say,It)
nsubj(Reveals,Magician)
dobj(Reveals,Secrets)
dobj(Giving,Cup)
nsubj(Notice,Person)
dobj(Notice,Rash)
nsubj(Give,Person)
dobj(Give,Milk)
dobj(Consult,Doctor)
nsubj(Have,Person)
dobj(Have,Allergy)
dobj(Switch,Baby)
nsubj(Sick,Person)
nsubj(Is,Bottle)
nsubj(Have,Person)
dobj(Have,Person)
nsubj(Talk,Him)
nsubj(Dinner,Bottle)
dobj(Do,This)
nsubj(Accepted,Person)
dobj(Receiving,Bottles)
nsubj(Hungry,Person)
dobj(Offer,Something)
nsubj(Refuses,Person)
dobj(Refuses,Comfort)
nsubj(Weaning,Her)
nsubj(Process,Person)
nsubj(Want,Person)
nsubj(Drink,Her)
nsubj(Carries,Person)
dobj(Carries,Bottle)
nsubj(Is,It)
nsubj(Help,Person)
dobj(Help,Person)
dobj(Put,All)
dobj(Tell,Person)
nsubj(Replace,Santa)
dobj(Replace,Bottles)
nsubj(Have,Person)
nsubj(Leave,Person)
dobj(Leave,Bottles)
nsubj(Leave,Fairy)
dobj(Leave,Gift)
dobj(Has,Picture)
nsubj(Has,Cup)
dobj(Has,Something)
nsubj(Likes,Person)
nsubj(Inclined,Person)
dobj(Use,It)
dobj(Rewarding,Person)
nsubj(Uses,Person)
dobj(Give,Hugs)
dobj(Take,Her)
dobj(Reward,Her)
nsubj(Trying,Person)
nsubj(Accept,Person)
dobj(Accept,Cup)
dobj(Replace,Reward)
dobj(Give,Drinks)
nsubj(Doesnt,Person)
dobj(Help,Person)
dobj(Showing,Person)
dobj(Grasp,Cup)
dobj(Lift,It)
nsubj(Important,It)
nsubj(Play,Person)
dobj(Play,Music)
dobj(Choose,Tunes)
dobj(Break,Concentration)
nsubj(Is,Option)
nsubj(Calming,Sound)
nsubj(Need,Space)
nsubj(Prevent,Dog)
dobj(Prevent,Meditation)
nsubj(Dominate,Them)
nsubj(Component,Thoughts)
dobj(Meditating,Works)
nsubj(Sit,Person)
nsubj(Find,Person)
dobj(Find,Peace)
dobj(Wear,Sweater)
nsubj(Plan,Person)
nsubj(Do,Person)
nsubj(Consume,Sensation)
dobj(Consume,Thoughts)
dobj(Cut,Practice)
nsubj(Are,Person)
nsubj(Change,Person)
dobj(Change,Clothes)
dobj(Do,Best)
dobj(Make,Yourself)
dobj(Take,Shoes)
dobj(Open,Collar)
nsubj(Try,Person)
nsubj(Minutes,It)
nsubj(Choose,Person)
dobj(Make,Meditation)
nsubj(Try,Part)
nsubj(Decided,Person)
nsubj(Feel,Person)
nsubj(Working,It)
nsubj(Take,It)
dobj(Take,Time)
dobj(Achieve,Meditation)
nsubj(Is,Thing)
nsubj(Want,Person)
dobj(Keep,Track)
nsubj(Beneficial,It)
dobj(Setting,Alarm)
dobj(Alert,Person)
nsubj(Is,Practice)
dobj(Time,Practice)
dobj(Hitting,Spot)
dobj(Stretch,Neck)
nsubj(Sitting,Person)
dobj(Forget,Your)
dobj(Stretching,Legs)
nsubj(Helpful,Those)
nsubj(Sit,Person)
dobj(Crossing,Legs)
nsubj(Needs,Pelvis)
dobj(Bear,Weight)
dobj(Tilt,Pelvis)
dobj(Place,Something)
dobj(Cm,Thick)
dobj(Put,Something)
dobj(Tilt,It)
nsubj(Is,Thing)
nsubj(Comfortable,Person)
nsubj(Supports,Spine)
dobj(Supports,All)
dobj(Stack,Vertebrae)
dobj(Balanced,One)
nsubj(Requires,It)
dobj(Requires,Practice)
dobj(Find,Position)
nsubj(Allows,That)
nsubj(Relax,Person)
dobj(Relax,Torso)
nsubj(Feel,Person)
dobj(Feel,Tension)
nsubj(Relax,Person)
dobj(Relax,It)
dobj(Check,Alignment)
nsubj(Relax,Area)
nsubj(Involves,Placement)
dobj(Involves,Hands)
nsubj(Rest,Your)
dobj(Rest,Hands)
nsubj(Hanging,Them)
dobj(Prefer,Whichever)
nsubj(Prefer,Person)
nsubj(Grown,Person)
nsubj(Try,Person)
nsubj(Helpful,This)
nsubj(Find,Person)
nsubj(Are,Person)
nsubj(Experiencing,Person)
dobj(Experiencing,Images)
nsubj(Happens,Which)
nsubj(Keep,Your)
nsubj(Open,Eyes)
nsubj(Need,Person)
nsubj(Soft,Them)
nsubj(Want,Person)
nsubj(Is,Goal)
dobj(Pass,Sort)
nsubj(Shorter,Breath)
nsubj(Attempt,One)
dobj(Know,It)
nsubj(Help,Which)
dobj(Help,Person)
dobj(Imagining,Coin)
dobj(Imagining,Buoy)
dobj(Imagining,Flower)
dobj(Unfurling,Petals)
nsubj(Starts,Mind)
nsubj(Beginner,Person)
dobj(Make,Effort)
dobj(Refocus,Mind)
dobj(Drown,Chatter)
dobj(Clear,Meditate)
nsubj(Focus,Person)
dobj(Focus,Maximumif)
nsubj(Beginner,Person)
nsubj(Help,It)
nsubj(Try,Meditators)
dobj(Clear,Minds)
dobj(Include,Words)
nsubj(Want,Person)
dobj(Use,Mantras)
nsubj(Use,Person)
dobj(Use,Om)
nsubj(Symbolizes,Which)
dobj(Symbolizes,Consciousness)
nsubj(Means,Which)
nsubj(Means,Mantra)
dobj(Means,Instrument)
nsubj(Instrument,Mantra)
nsubj(Creates,Which)
dobj(Creates,Vibrations)
nsubj(Disconnect,Person)
dobj(Enter,State)
dobj(Repeat,Mantra)
nsubj(Meditate,Person)
dobj(Allowing,Word)
nsubj(Wanders,Mind)
dobj(Refocus,Attention)
dobj(Repeating,Word)
nsubj(Enter,Person)
dobj(Enter,Level)
nsubj(Unnecessary,It)
nsubj(Anything,Object)
nsubj(Wish,Person)
nsubj(Find,People)
dobj(Find,Flame)
nsubj(Include,Objects)
dobj(Include,Crystals)
dobj(Place,Object)
nsubj(Need,Person)
dobj(Strain,Head)
dobj(View,It)
nsubj(Starts,Vision)
nsubj(Consumes,Object)
dobj(Consumes,Vision)
dobj(Reaching,Brain)
nsubj(Feel,Person)
dobj(Feel,Sense)
nsubj(Beach,Person)
dobj(Sitting,Room)
nsubj(Place,Whatever)
nsubj(Choose,Person)
dobj(Choose,It)
nsubj(Entered,Person)
dobj(Entered,Sanctuary)
dobj(Allow,Yourself)
nsubj(S,Need)
dobj(Create,Surroundings)
nsubj(Come,Them)
dobj(Feel,Breeze)
nsubj(Feel,Body)
nsubj(Wish,Person)
nsubj(Tangible,It)
nsubj(Ready,Person)
dobj(Take,Breaths)
dobj(Open,Eyes)
nsubj(Come,Person)
dobj(Come,Time)
nsubj(Meditate,Person)
nsubj(Create,Person)
dobj(Create,Space)
nsubj(Unique,Space)
nsubj(Create,Person)
dobj(Close,Eyes)
dobj(Close,Point)
nsubj(Sensations,Whatever)
nsubj(Feel,Person)
dobj(Make,Effort)
dobj(Relax,Muscles)
dobj(Continue,Body)
dobj(Moving,Upwards)
nsubj(Want,Person)
nsubj(Completed,Person)
dobj(Completed,Relaxation)
dobj(Enjoy,Sensation)
nsubj(Achieved,Person)
dobj(Close,Eyes)
dobj(Rub,Palms)
dobj(Create,Warmth)
dobj(Take,Breath)
nsubj(Exhale,Person)
nsubj(Say,Yam)
nsubj(Vibration,Which)
nsubj(Do,Person)
dobj(Do,This)
dobj(Imagine,Energy)
nsubj(Emotions,Energy)
nsubj(Feeling,Person)
nsubj(Ready,Person)
dobj(Take,Hands)
dobj(Allow,Energy)
dobj(Sending,Love)
dobj(Feel,Body)
nsubj(Feel,Person)
dobj(Feel,Field)
nsubj(Feel,Person)
dobj(Feel,It)
nsubj(Fine,It)
nsubj(Able,We)
dobj(Move,Parts)
nsubj(Field,It)
nsubj(Flows,That)
dobj(Focusing,Attention)
nsubj(Help,Field)
nsubj(Stay,Person)
nsubj(Connect,Person)
dobj(Choose,Location)
nsubj(Need,Space)
nsubj(Able,Person)
dobj(Walk,Paces)
dobj(Remove,Shoes)
dobj(Holding,Head)
nsubj(Clasped,Hands)
dobj(Take,Step)
dobj(Taking,Step)
dobj(Taking,Next)
nsubj(Moving,Foot)
nsubj(Reach,Person)
dobj(Reach,End)
dobj(Using,Movements)
dobj(Practicing,Meditation)
nsubj(Focus,Person)
dobj(Breathing,Meditation)
dobj(Clear,Mind)
nsubj(Focus,Seconds)
dobj(Empty,Mind)
nsubj(Practice,Person)
dobj(Practice,Mindfulness)
nsubj(Eat,Person)
nsubj(Experience,Person)
nsubj(Eat,Person)
nsubj(Try,Actions)
nsubj(Perform,Person)
nsubj(Sitting,It)
dobj(Sweeping,Floor)
nsubj(Feel,Person)
nsubj(Living,This)
dobj(Include,Mind)
nsubj(Wish,Person)
nsubj(Pick,Person)
dobj(Pick,Nuggets)
nsubj(Exist,Classes)
nsubj(Try,Person)
nsubj(Get,Person)
dobj(Get,Chance)
nsubj(Works,What)
dobj(Works,Best)
nsubj(Idea,It)
nsubj(Feel,Person)
nsubj(Interfere,This)
nsubj(Important,It)
nsubj(Take,It)
nsubj(Achieve,Years)
dobj(Achieve,Level)
nsubj(Experienced,Consciousness)
nsubj(Does,This)
nsubj(Journey,Meditation)
dobj(Climbing,Mountain)
nsubj(Brings,Step)
nsubj(Closer,Person)
nsubj(Feel,Person)
nsubj(Know,Person)
nsubj(Successful,Meditation)
dobj(Have,Access)
dobj(Given,Antibiotics)
nsubj(Ill,Person)
nsubj(More,It)
nsubj(Rise,Fat)
dobj(Create,Products)
nsubj(Less,It)
nsubj(Has,It)
nsubj(Need,Person)
dobj(Soy,Milk)
nsubj(Allergic,Who)
dobj(Uht,Milk)
dobj(Using,Heat)
nsubj(Lead,This)
nsubj(Lasts,It)
nsubj(Has,Nuri)
dobj(Has,Personality)
nsubj(Old,Nuri)
nsubj(Loves,Person)
dobj(Watching,Movies)
nsubj(Ironshis,Specialty)
nsubj(Control,Strength)
nsubj(Has,Person)
dobj(Has,Skills)
dobj(Lacks,Power)
nsubj(Irons,Specialty)
nsubj(Control,Strength)
nsubj(Using,Specialty)
dobj(Using,Clubsuncle)
nsubj(Power,Strength)
nsubj(Wants,Who)
dobj(Reach,Distance)
nsubj(Prefers,Specialty)
nsubj(Accuracy,Clubsstrength)
nsubj(Having,Who)
dobj(Having,Time)
dobj(Hitting,Pangya)
nsubj(Woodhave,Specialty)
dobj(Reaching,Distances)
nsubj(Comfortable,Who)
nsubj(Advisable,Character)
nsubj(Wanted,Who)
dobj(Learn,Shots)
nsubj(Irons,Specialties)
nsubj(Specialize,Kaz)
dobj(Specialize,Type)
nsubj(Wish,Who)
dobj(Try,Approach)
nsubj(Built,Balance)
nsubj(Equip,Players)
dobj(Equip,Him)
nsubj(Have,Person)
dobj(Have,Power)
nsubj(All,Club)
nsubj(Ready,Person)
dobj(Learn,Things)
nsubj(Playing,Person)
nsubj(Woods,Specialties)
nsubj(Have,Spika)
dobj(Have,Power)
nsubj(Have,Wood)
dobj(Have,Kinds)
nsubj(Reach,W)
dobj(Reach,Distance)
nsubj(Reaches,W)
dobj(Reaches,Distance)
nsubj(Reaches,W)
nsubj(Best,Woods)
nsubj(Send,Irons)
dobj(Send,High)
nsubj(Accurate,Clubs)
nsubj(Have,Person)
dobj(Have,Distance)
nsubj(Have,Person)
nsubj(Have,Person)
nsubj(Have,Person)
nsubj(Have,Person)
nsubj(Reach,Person)
nsubj(Send,Clubs)
dobj(Send,Ball)
dobj(Use,Them)
nsubj(Have,Wedge)
dobj(Have,Kinds)
nsubj(Have,Pw)
dobj(Have,Distance)
nsubj(Have,Sw)
nsubj(Have,Putter)
dobj(Have,Club)
nsubj(Pt,Which)
dobj(Hit,Comet)
dobj(Bar,Time)
nsubj(Get,Person)
nsubj(Hit,Person)
nsubj(Land,Person)
nsubj(Find,Players)
nsubj(Play,Who)
dobj(Play,Couple)
nsubj(Passes,Time)
nsubj(Helps,Control)
nsubj(See,Person)
dobj(See,Difference)
nsubj(Able,Person)
dobj(See,Mark)
dobj(Showing,Distance)
nsubj(Indicate,Dots)
dobj(Indicate,Slope)
nsubj(Sloping,Dots)
dobj(Sloping,Means)
nsubj(Need,Person)
dobj(Add,Power)
nsubj(Sloping,Dots)
nsubj(Need,Person)
nsubj(Indicates,Dot)
nsubj(Flat,Slop)
dobj(Called,Hole)
dobj(Called,Hole)
dobj(Called,Hole)
dobj(Called,Bogey)
nsubj(Doing,Person)
nsubj(Shot,Tee)
nsubj(Flies,Ball)
nsubj(Is,Ball)
nsubj(Arrives,Ball)
dobj(Makes,It)
dobj(Hitting,Beam)
nsubj(Hole,A)
nsubj(Gets,Member)
dobj(Gets,Hole)
dobj(Open,Menu)
nsubj(Appear,Window)
nsubj(Put,Person)
dobj(Put,Items)
dobj(Assign,Prices)
nsubj(Ready,Person)
nsubj(Looks,Flapper)
nsubj(Dirty,Water)
nsubj(Fine,It)
dobj(Stick,Hand)
nsubj(Serious,Clog)
nsubj(Unsanitary,Toilets)
nsubj(Protect,Pair)
dobj(Protect,Person)
dobj(Choose,Gloves)
nsubj(Want,Person)
nsubj(Making,Plunger)
dobj(Making,Seal)
dobj(Wrapping,Rag)
dobj(Using,It)
nsubj(Soften,This)
dobj(Soften,It)
nsubj(Help,Which)
dobj(Create,Seal)
nsubj(Push,Plunge)
dobj(Push,Air)
dobj(Disturb,Clog)
nsubj(Pull,It)
nsubj(Begins,Water)
nsubj(Take,It)
dobj(Take,Times)
nsubj(Work,Amount)
nsubj(Have,It)
dobj(Have,Force)
nsubj(Drink,Person)
nsubj(Boiling,It)
nsubj(Crack,Water)
nsubj(Want,Person)
dobj(Raise,Temperature)
nsubj(Have,Person)
dobj(Baking,Soda)
nsubj(Help,Soap)
nsubj(Likely,Method)
nsubj(Wearing,Person)
dobj(Wearing,Gloves)
nsubj(Do,Person)
dobj(Do,This)
nsubj(Get,Person)
nsubj(Move,Person)
dobj(Move,Wire)
nsubj(Feel,Person)
dobj(Feel,Obstruction)
nsubj(Drain,Toilet)
nsubj(Out,Clog)
dobj(Try,Snake)
dobj(Clear,It)
dobj(Using,Chemical)
nsubj(Harm,It)
dobj(Harm,Pipes)
nsubj(Work,Method)
nsubj(Suspect,Person)
nsubj(Is,Obstruction)
nsubj(Use,Solution)
nsubj(Damage,Cleaners)
dobj(Use,Right)
nsubj(Shoot,Chemicals)
nsubj(Ventilated,Bathroom)
nsubj(Inhale,Person)
dobj(Inhale,Chemicals)
nsubj(Help,Taste)
nsubj(Find,Person)
nsubj(Find,Person)
nsubj(Says,Someone)
dobj(Says,Book)
nsubj(Enjoy,Person)
dobj(Enjoy,It)
nsubj(Enjoy,People)
dobj(Enjoy,Novels)
nsubj(Hate,People)
dobj(Hate,Them)
nsubj(Want,Person)
dobj(Have,Reading)
nsubj(Want,Person)
dobj(Want,Tale)
nsubj(Want,Person)
nsubj(Want,Person)
nsubj(Be,It)
dobj(Perspectives,Person)
dobj(Want,Book)
nsubj(Narrow,Questions)
dobj(Narrow,Field)
nsubj(Easier,Books)
nsubj(Histories,Books)
nsubj(Is,Person)
nsubj(Want,Person)
dobj(Do,Person)
dobj(Know,More)
dobj(Stage,Magic)
nsubj(Had,Anything)
nsubj(Think,Person)
dobj(Had,Book)
nsubj(Find,Person)
dobj(Find,Book)
nsubj(Mean,Person)
nsubj(Like,Person)
dobj(Like,Book)
nsubj(Find,Person)
dobj(Find,Book)
nsubj(Like,Person)
dobj(Read,Couple)
nsubj(Like,Person)
nsubj(Find,Person)
dobj(Find,Book)
nsubj(Get,It)
nsubj(Read,Person)
nsubj(Place,Library)
dobj(Browse,Books)
nsubj(See,Person)
dobj(See,One)
nsubj(Have,Person)
nsubj(Have,Person)
dobj(Pay,Anything)
dobj(Read,It)
dobj(Tell,Librarian)
dobj(Interested,What)
nsubj(Interested,Person)
nsubj(Point,Him)
dobj(Point,Person)
nsubj(Find,Person)
dobj(Find,Books)
dobj(Judge,Book)
nsubj(Boring,Illustrations)
nsubj(Case,This)
nsubj(Make,Person)
dobj(Pick,Wisely)
nsubj(Is,Read)
dobj(Look,What)
nsubj(Look,Person)
nsubj(Suitable,Book)
nsubj(Buying,Person)
dobj(Buying,Book)
nsubj(Purchasing,Person)
nsubj(Choice,Books)
dobj(Ask,Those)
nsubj(Able,Friends)
dobj(Recommend,Books)
dobj(Enjoyed,What)
nsubj(Enjoyed,Person)
nsubj(Enjoy,Person)
dobj(Read,Stories)
nsubj(Do,Others)
nsubj(Love,Person)
dobj(Love,Science)
nsubj(Happy,Who)
dobj(Share,Opinions)
dobj(Find,Community)
nsubj(Discusses,That)
dobj(Discusses,Books)
nsubj(Like,Person)
dobj(Visit,Sites)
dobj(Browse,Reviews)
nsubj(Look,That)
nsubj(Method,Way)
dobj(Getting,Idea)
dobj(Make,It)
nsubj(Fun,Clubs)
dobj(Expose,Yourself)
nsubj(General,Some)
nsubj(Happen,Readings)
dobj(Giving,Readings)
dobj(Free,Lectures)
nsubj(Sounds,Book)
nsubj(Like,Person)
dobj(Learn,Little)
nsubj(Starts,Books)
nsubj(Remember,Pages)
nsubj(Has,Story)
dobj(Has,Lesson)
nsubj(Is,Upside)
nsubj(Free,It)
nsubj(Have,Person)
dobj(Have,Membership)
nsubj(Allow,Systems)
nsubj(Reserve,Person)
dobj(Reserve,Copy)
nsubj(Want,Person)
dobj(Notify,Person)
nsubj(Available,Book)
nsubj(Come,Person)
dobj(Check,It)
nsubj(Trying,Person)
dobj(Read,Book)
nsubj(End,Person)
dobj(Visit,Bookstore)
dobj(Purchase,Copy)
nsubj(Like,Person)
nsubj(Is,Advantage)
nsubj(Find,Person)
dobj(Find,Books)
dobj(Read,Them)
nsubj(Is,Downside)
nsubj(Have,Person)
dobj(Pay,Money)
dobj(Buy,Book)
nsubj(Paying,Person)
dobj(Pick,Book)
dobj(Read,Pages)
nsubj(Tell,Person)
nsubj(Enjoy,Person)
dobj(Enjoy,Style)
nsubj(Crack,Person)
nsubj(Open,It)
nsubj(Recommend,Who)
nsubj(Have,Book)
dobj(Have,Copy)
dobj(Led,It)
nsubj(Takes,It)
nsubj(Finish,Person)
dobj(Take,Care)
dobj(Read,Them)
nsubj(Forget,Person)
nsubj(Gathering,Them)
dobj(Gathering,Dust)
nsubj(Becoming,Editions)
nsubj(Means,It)
nsubj(Is,Ipod)
nsubj(Less,Cost)
dobj(Purchasing,Book)
dobj(Purchasing,Copy)
nsubj(Have,Person)
dobj(Have,Reader)
nsubj(Save,Person)
dobj(Save,Cash)
dobj(Buy,Books)
nsubj(Know,Person)
nsubj(Finish,Person)
dobj(Finish,It)
nsubj(Apps,These)
nsubj(Have,Person)
dobj(Have,Version)
nsubj(Yours,Book)
nsubj(Paid,Person)
nsubj(Is,Downside)
nsubj(Pawn,Person)
dobj(Pawn,Them)
nsubj(Difficult,Editions)
nsubj(Bring,Books)
nsubj(Writing,Material)
nsubj(Chapter,That)
nsubj(Comes,It)
nsubj(Serves,Type)
nsubj(Decide,Person)
nsubj(Want,Person)
dobj(Read,Section)
dobj(Lists,People)
nsubj(Helped,Who)
dobj(Helped,Author)
nsubj(Read,Person)
nsubj(Like,Person)
nsubj(Bother,People)
nsubj(Wrote,Who)
dobj(Wrote,Book)
nsubj(Made,That)
dobj(Made,Sort)
nsubj(Talks,Foreword)
nsubj(Expect,What)
nsubj(Worth,It)
nsubj(Shorter,It)
nsubj(Explains,That)
nsubj(Interested,Person)
nsubj(Give,Preface)
nsubj(Place,Introduction)
nsubj(Speaks,Author)
dobj(Introduces,Book)
dobj(Is,What)
nsubj(Is,Intent)
dobj(Building,Excitement)
dobj(Read,It)
nsubj(Know,Person)
dobj(Know,Things)
dobj(Reading,Prelude)
nsubj(Want,Person)
nsubj(Writing,Material)
nsubj(Appear,That)
nsubj(Ended,Book)
nsubj(Enjoyed,Person)
dobj(Enjoyed,Book)
nsubj(Give,Material)
dobj(Give,Chance)
dobj(Revisit,Parts)
nsubj(Understand,Person)
dobj(Understand,Importance)
nsubj(Provide,It)
dobj(Provide,Context)
nsubj(Is,Way)
dobj(Pick,One)
nsubj(Sounds,That)
nsubj(Read,Person)
dobj(Read,Item)
nsubj(Feel,Person)
dobj(Adjust,Method)
dobj(Find,More)
dobj(Like,What)
nsubj(Like,Person)
dobj(Save,Stuff)
nsubj(Own,Experience)
dobj(Approach,It)
nsubj(Surprised,Person)
nsubj(Have,Person)
nsubj(Interest,That)
dobj(Interest,Person)
dobj(Keep,Eyes)
nsubj(Attuned,Person)
nsubj(Dull,That)
nsubj(Have,Person)
dobj(Have,Something)
dobj(Keep,Track)
dobj(Read,What)
nsubj(Read,Person)
dobj(Write,Numbers)
nsubj(Enjoy,Person)
nsubj(Revisit,Person)
dobj(Revisit,Them)
nsubj(Own,Person)
dobj(Own,Book)
dobj(Marking,It)
nsubj(See,Person)
dobj(See,Line)
nsubj(Grabs,That)
dobj(Grabs,Attention)
dobj(Read,Paragraph)
dobj(Stop,Note)
dobj(Said,What)
nsubj(Said,Paragraph)
dobj(Put,It)
nsubj(Try,Phrases)
nsubj(Have,Person)
nsubj(Need,Person)
dobj(Read,It)
nsubj(Makes,Everything)
dobj(Makes,Sense)
nsubj(Read,Person)
nsubj(Put,Chapter)
dobj(Put,Information)
nsubj(Need,Person)
nsubj(Easier,It)
nsubj(S,Need)
nsubj(Done,Person)
nsubj(Time,It)
nsubj(Cherrypick,Person)
dobj(Make,It)
nsubj(Read,Days)
dobj(Read,Textbook)
nsubj(Go,It)
nsubj(Tried,Person)
dobj(Cram,It)
nsubj(Have,Tool)
dobj(Have,Edge)
dobj(Filing,Piece)
nsubj(Opened,Person)
dobj(Opened,Envelope)
nsubj(Fold,Person)
dobj(Fold,Piece)
dobj(Stick,It)
dobj(Apply,Water)
nsubj(Watersoluble,Types)
nsubj(Notice,Person)
dobj(Notice,Results)
nsubj(Notice,Person)
dobj(Notice,Results)
nsubj(Open,Envelope)
nsubj(Choose,Person)
dobj(Using,Dabs)
dobj(Choose,Spread)
nsubj(Sticky,Envelopes)
nsubj(Dampened,Glue)
nsubj(Looks,Ink)
nsubj(Likely,Motion)
dobj(Leave,Wrinkles)
dobj(Involves,Risk)
dobj(Wear,Oven)
dobj(Protect,Hands)
nsubj(Produce,Kettle)
dobj(Produce,Jet)
dobj(Stick,Spoon)
dobj(Heatsafe,Object)
dobj(Narrow,Opening)
nsubj(Make,Paste)
nsubj(Dry,Mixture)
nsubj(Crucial,Boiling)
dobj(Make,Papiermch)
nsubj(Idea,It)
nsubj(Float,Noodles)
nsubj(Nothing,That)
nsubj(Cook,Person)
nsubj(Safe,Bowl)
nsubj(Controversial,Containers)
dobj(Help,Cook)
nsubj(Overstewing,Person)
nsubj(Result,Which)
dobj(Stop,Microwave)
dobj(Stir,Them)
nsubj(Want,Person)
nsubj(Remain,Noodles)
dobj(Flip,Brick)
nsubj(Whole,It)
nsubj(Take,Person)
dobj(Take,Noodles)
dobj(Use,Mitts)
nsubj(Time,This)
dobj(Add,Flavor)
nsubj(Nice,Water)
nsubj(Like,Eaters)
dobj(Add,Flavoring)
nsubj(Easier,This)
nsubj(Cooking,Person)
dobj(Cooking,Them)
nsubj(Possible,It)
nsubj(Like,Person)
nsubj(Cook,Flavor)
dobj(Cook,Some)
nsubj(Way,It)
nsubj(Tasty,Noodles)
dobj(Put,Noodles)
dobj(Add,Water)
nsubj(Some,It)
dobj(Broth,Ant)
nsubj(Fine,Cup)
nsubj(Boil,Less)
nsubj(Want,Person)
nsubj(Have,Person)
nsubj(Want,Person)
nsubj(Confident,Person)
nsubj(Hot,Water)
dobj(Pull,It)
nsubj(Vague,Instructions)
nsubj(Silent,Jury)
nsubj(Is,It)
nsubj(Better,It)
dobj(Heat,Water)
dobj(Add,It)
dobj(Making,Plastic)
nsubj(Cook,Person)
dobj(Cook,Noodles)
dobj(Adding,Carrot)
nsubj(Work,Peas)
dobj(Add,Texture)
nsubj(Got,Person)
nsubj(Cook,Person)
dobj(Cook,Noodles)
dobj(Add,Greens)
nsubj(Delicious,Basil)
nsubj(Smells,That)
dobj(Changes,Dish)
nsubj(Want,Person)
dobj(Crack,Egg)
dobj(Add,Density)
dobj(Remove,Noodles)
dobj(Cooking,Them)
dobj(Crack,Egg)
dobj(Stir,It)
nsubj(Temper,Water)
dobj(Temper,Egg)
nsubj(Return,Person)
nsubj(Make,It)
dobj(Mix,Tablespoon)
nsubj(Got,Person)
dobj(Got,Ginger)
nsubj(Good,It)
nsubj(Take,Person)
dobj(Take,Noodles)
dobj(Pour,Most)
nsubj(Mix,Some)
dobj(Pour,Noodles)
dobj(Stir,Them)
nsubj(Delicious,It)
nsubj(Has,Microwave)
dobj(Has,Dial)
nsubj(Clockwise,It)
nsubj(Displays,Screen)
dobj(Displays,Time)
nsubj(Has,Microwave)
dobj(Has,Pad)
nsubj(Followed,Type)
nsubj(Have,Person)
dobj(Press,Cook)
nsubj(Activate,Set)
nsubj(Baking,Person)
dobj(Baking,One)
dobj(Reduce,Power)
nsubj(Scorch,Outside)
dobj(Warm,Coffee)
nsubj(Retains,Milk)
nsubj(Large,Marshmallow)
nsubj(Leave,Something)
dobj(Leave,Plenty)
nsubj(Enter,Microwaves)
dobj(Piled,Wrap)
nsubj(Came,Person)
nsubj(Get,Them)
nsubj(Soft,Inside)
dobj(Burn,Outside)
dobj(Make,Popcorn)
nsubj(Expect,Person)
nsubj(Work,It)
nsubj(Does,It)
dobj(Follow,Directions)
nsubj(Better,It)
dobj(Have,Bag)
dobj(Make,Steam)
dobj(Pop,Kernels)
dobj(Fizzling,Moisture)
dobj(Elevating,Bag)
nsubj(Get,Person)
dobj(Get,Lot)
dobj(Penetrate,Heat)
nsubj(Heat,Methods)
dobj(Heat,Surface)
dobj(Convection,Bulk)
